HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms
HGNC:41602	MIR4704	microRNA 4704		hsa-mir-4704
HGNC:41567	MIR4705	microRNA 4705		hsa-mir-4705
HGNC:41576	MIR4706	microRNA 4706		hsa-mir-4706
HGNC:41531	MIR4707	microRNA 4707		hsa-mir-4707
HGNC:41824	MIR4708	microRNA 4708		hsa-mir-4708
HGNC:41690	MIR4709	microRNA 4709		hsa-mir-4709
HGNC:41727	MIR4710	microRNA 4710		hsa-mir-4710
HGNC:41847	MIR4711	microRNA 4711		hsa-mir-4711
HGNC:41732	MIR4712	microRNA 4712		hsa-mir-4712
HGNC:41899	MIR4713	microRNA 4713		hsa-mir-4713
HGNC:41763	MIR4714	microRNA 4714		hsa-mir-4714
HGNC:41666	MIR4715	microRNA 4715		hsa-mir-4715
HGNC:41812	MIR4716	microRNA 4716		hsa-mir-4716
HGNC:41571	MIR4717	microRNA 4717		hsa-mir-4717
HGNC:41900	MIR4718	microRNA 4718		hsa-mir-4718
HGNC:41807	MIR4719	microRNA 4719		hsa-mir-4719
HGNC:41705	MIR4720	microRNA 4720		hsa-mir-4720
HGNC:41609	MIR4721	microRNA 4721		hsa-mir-4721
HGNC:41782	MIR4722	microRNA 4722		hsa-mir-4722
HGNC:41660	MIR4723	microRNA 4723		hsa-mir-4723
HGNC:41590	MIR4724	microRNA 4724		hsa-mir-4724
HGNC:41608	MIR4725	microRNA 4725		hsa-mir-4725
HGNC:41722	MIR4726	microRNA 4726		hsa-mir-4726
HGNC:41709	MIR4727	microRNA 4727		hsa-mir-4727
HGNC:41632	MIR4728	microRNA 4728		hsa-mir-4728
HGNC:41585	MIR4729	microRNA 4729		hsa-mir-4729
HGNC:41880	MIR4730	microRNA 4730		hsa-mir-4730
HGNC:41597	MIR4731	microRNA 4731		hsa-mir-4731
HGNC:41639	MIR4732	microRNA 4732		hsa-mir-4732
HGNC:41638	MIR4733	microRNA 4733		hsa-mir-4733
HGNC:41572	MIR4734	microRNA 4734		hsa-mir-4734
HGNC:41888	MIR4735	microRNA 4735		hsa-mir-4735
HGNC:41804	MIR4736	microRNA 4736		hsa-mir-4736
HGNC:41669	MIR4737	microRNA 4737		hsa-mir-4737
HGNC:41679	MIR4738	microRNA 4738		hsa-mir-4738
HGNC:41801	MIR4739	microRNA 4739		hsa-mir-4739
HGNC:41711	MIR4740	microRNA 4740		hsa-mir-4740
HGNC:41661	MIR4741	microRNA 4741		hsa-mir-4741
HGNC:41565	MIR4742	microRNA 4742		hsa-mir-4742
HGNC:41894	MIR4743	microRNA 4743		hsa-mir-4743
HGNC:41866	MIR4744	microRNA 4744		hsa-mir-4744
HGNC:41868	MIR4745	microRNA 4745		hsa-mir-4745
HGNC:41904	MIR4746	microRNA 4746		hsa-mir-4746
HGNC:41827	MIR4747	microRNA 4747		hsa-mir-4747
HGNC:41557	MIR4748	microRNA 4748		hsa-mir-4748
HGNC:41760	MIR4749	microRNA 4749		hsa-mir-4749
HGNC:41765	MIR4750	microRNA 4750		hsa-mir-4750
HGNC:41819	MIR4751	microRNA 4751		hsa-mir-4751
HGNC:41803	MIR4752	microRNA 4752		hsa-mir-4752
HGNC:41527	MIR4753	microRNA 4753		hsa-mir-4753
HGNC:41786	MIR4754	microRNA 4754		hsa-mir-4754
HGNC:41815	MIR4755	microRNA 4755		hsa-mir-4755
HGNC:41529	MIR4756	microRNA 4756		hsa-mir-4756
HGNC:41746	MIR4757	microRNA 4757		hsa-mir-4757
HGNC:41836	MIR4758	microRNA 4758		hsa-mir-4758
HGNC:41575	MIR4759	microRNA 4759		hsa-mir-4759
HGNC:41698	MIR4760	microRNA 4760		hsa-mir-4760
HGNC:41591	MIR4761	microRNA 4761		hsa-mir-4761
HGNC:41603	MIR4762	microRNA 4762		hsa-mir-4762
HGNC:41677	MIR4763	microRNA 4763		hsa-mir-4763
HGNC:41714	MIR4764	microRNA 4764		hsa-mir-4764
HGNC:41791	MIR4765	microRNA 4765		hsa-mir-4765
HGNC:41680	MIR4766	microRNA 4766		hsa-mir-4766
HGNC:41548	MIR4767	microRNA 4767		hsa-mir-4767
HGNC:41592	MIR4768	microRNA 4768		hsa-mir-4768
HGNC:41694	MIR4769	microRNA 4769		hsa-mir-4769
HGNC:41542	MIR4770	microRNA 4770		hsa-mir-4770
HGNC:41901	MIR4771-1	microRNA 4771-1		hsa-mir-4771-1
HGNC:41774	MIR4771-2	microRNA 4771-2		hsa-mir-4771-2
HGNC:41741	MIR4772	microRNA 4772		hsa-mir-4772
HGNC:41699	MIR4773-1	microRNA 4773-1		hsa-mir-4773-1
HGNC:41790	MIR4773-2	microRNA 4773-2		hsa-mir-4773-2
HGNC:41873	MIR4774	microRNA 4774		hsa-mir-4774
HGNC:41885	MIR4775	microRNA 4775		hsa-mir-4775
HGNC:41641	MIR4776-1	microRNA 4776-1		hsa-mir-4776-1
HGNC:41631	MIR4776-2	microRNA 4776-2		hsa-mir-4776-2
HGNC:41773	MIR4777	microRNA 4777		hsa-mir-4777
HGNC:41648	MIR4778	microRNA 4778		hsa-mir-4778
HGNC:41747	MIR4779	microRNA 4779		hsa-mir-4779
HGNC:41552	MIR4780	microRNA 4780		hsa-mir-4780
HGNC:41769	MIR4781	microRNA 4781		hsa-mir-4781
HGNC:41635	MIR4782	microRNA 4782		hsa-mir-4782
HGNC:41874	MIR4783	microRNA 4783		hsa-mir-4783
HGNC:41580	MIR4784	microRNA 4784		hsa-mir-4784
HGNC:41889	MIR4785	microRNA 4785		hsa-mir-4785
HGNC:41751	MIR4786	microRNA 4786		hsa-mir-4786
HGNC:41653	MIR4787	microRNA 4787		hsa-mir-4787
HGNC:41676	MIR4788	microRNA 4788		hsa-mir-4788
HGNC:41719	MIR4789	microRNA 4789		hsa-mir-4789
HGNC:41820	MIR4790	microRNA 4790		hsa-mir-4790
HGNC:41704	MIR4791	microRNA 4791		hsa-mir-4791
HGNC:41577	MIR4792	microRNA 4792		hsa-mir-4792, miR-4792
HGNC:41538	MIR4793	microRNA 4793		hsa-mir-4793
HGNC:41829	MIR4794	microRNA 4794		hsa-mir-4794
HGNC:41757	MIR4795	microRNA 4795		hsa-mir-4795
HGNC:41779	MIR4796	microRNA 4796		hsa-mir-4796
HGNC:41758	MIR4797	microRNA 4797		hsa-mir-4797
HGNC:41616	MIR4798	microRNA 4798		hsa-mir-4798
HGNC:41584	MIR4799	microRNA 4799		hsa-mir-4799
HGNC:41877	MIR4800	microRNA 4800		hsa-mir-4800
HGNC:41840	MIR4801	microRNA 4801		hsa-mir-4801
HGNC:41658	MIR4802	microRNA 4802		hsa-mir-4802
HGNC:41568	MIR4803	microRNA 4803		hsa-mir-4803
HGNC:41720	MIR4804	microRNA 4804		hsa-mir-4804
HGNC:43494	MIR4999	microRNA 4999		hsa-mir-4999
HGNC:43464	MIR5000	microRNA 5000		hsa-mir-5000
HGNC:43462	MIR5001	microRNA 5001		hsa-mir-5001
HGNC:43470	MIR5002	microRNA 5002		hsa-mir-5002
HGNC:43512	MIR5003	microRNA 5003		hsa-mir-5003
HGNC:43532	MIR5004	microRNA 5004		hsa-mir-5004
HGNC:43495	MIR5006	microRNA 5006		hsa-mir-5006
HGNC:43468	MIR5007	microRNA 5007		hsa-mir-5007
HGNC:43546	MIR5008	microRNA 5008		hsa-mir-5008
HGNC:43458	MIR5009	microRNA 5009		hsa-mir-5009
HGNC:43484	MIR5010	microRNA 5010		hsa-mir-5010
HGNC:43496	MIR5011	microRNA 5011		hsa-mir-5011
HGNC:41834	MIR5047	microRNA 5047		hsa-mir-5047
HGNC:43480	MIR5087	microRNA 5087		hsa-mir-5087
HGNC:43489	MIR5088	microRNA 5088		hsa-mir-5088
HGNC:43536	MIR5089	microRNA 5089		hsa-mir-5089
HGNC:43547	MIR5090	microRNA 5090		hsa-mir-5090
HGNC:43478	MIR5091	microRNA 5091		hsa-mir-5091
HGNC:43467	MIR5092	microRNA 5092		hsa-mir-5092
HGNC:43474	MIR5093	microRNA 5093		hsa-mir-5093
HGNC:43519	MIR5094	microRNA 5094		hsa-mir-5094
HGNC:41849	MIR5095	microRNA 5095		hsa-mir-5095
HGNC:41611	MIR5096	microRNA 5096		hsa-mir-5096
HGNC:43540	MIR5100	microRNA 5100		hsa-mir-5100
HGNC:43459	MIR5186	microRNA 5186		hsa-mir-5186
HGNC:43523	MIR5187	microRNA 5187		hsa-mir-5187
HGNC:43502	MIR5188	microRNA 5188		hsa-mir-5188
HGNC:43515	MIR5189	microRNA 5189		hsa-mir-5189
HGNC:43549	MIR5190	microRNA 5190		hsa-mir-5190
HGNC:43497	MIR5191	microRNA 5191		hsa-mir-5191
HGNC:43473	MIR5192	microRNA 5192		hsa-mir-5192
HGNC:43534	MIR5193	microRNA 5193		hsa-mir-5193
HGNC:43498	MIR5194	microRNA 5194		hsa-mir-5194
HGNC:43526	MIR5195	microRNA 5195		hsa-mir-5195
HGNC:43542	MIR5196	microRNA 5196		hsa-mir-5196
HGNC:43450	MIR5197	microRNA 5197		hsa-mir-5197
HGNC:43513	MIR5571	microRNA 5571		hsa-mir-5571
HGNC:43476	MIR5572	microRNA 5572		hsa-mir-5572
HGNC:43485	MIR5579	microRNA 5579		hsa-mir-5579
HGNC:43482	MIR5580	microRNA 5580		hsa-mir-5580
HGNC:43527	MIR5581	microRNA 5581		hsa-mir-5581
HGNC:43461	MIR5582	microRNA 5582		hsa-mir-5582
HGNC:43491	MIR5583-1	microRNA 5583-1		hsa-mir-5583-1
HGNC:43471	MIR5583-2	microRNA 5583-2		hsa-mir-5583-2
HGNC:43507	MIR5584	microRNA 5584		hsa-mir-5584
HGNC:43452	MIR5585	microRNA 5585		hsa-mir-5585
HGNC:43493	MIR5586	microRNA 5586		hsa-mir-5586
HGNC:43508	MIR5587	microRNA 5587		hsa-mir-5587
HGNC:43505	MIR5588	microRNA 5588		hsa-mir-5588
HGNC:43514	MIR5589	microRNA 5589		hsa-mir-5589
HGNC:43541	MIR5590	microRNA 5590		hsa-mir-5590
HGNC:43531	MIR5591	microRNA 5591		hsa-mir-5591
HGNC:43492	MIR5680	microRNA 5680		hsa-mir-5680
HGNC:43518	MIR5681A	microRNA 5681a		hsa-mir-5681a
HGNC:43538	MIR5681B	microRNA 5681b		hsa-mir-5681b
HGNC:43477	MIR5682	microRNA 5682		hsa-mir-5682
HGNC:43453	MIR5683	microRNA 5683		hsa-mir-5683
HGNC:43544	MIR5684	microRNA 5684		hsa-mir-5684
HGNC:43543	MIR5685	microRNA 5685		hsa-mir-5685
HGNC:43529	MIR5686~withdrawn	entry withdrawn		
HGNC:43457	MIR5687	microRNA 5687		hsa-mir-5687
HGNC:43463	MIR5688	microRNA 5688		hsa-mir-5688
HGNC:43479	MIR5689	microRNA 5689		hsa-mir-5689
HGNC:52007	MIR5689HG	MIR5689 host gene		
HGNC:43490	MIR5690	microRNA 5690		hsa-mir-5690
HGNC:43545	MIR5691	microRNA 5691		hsa-mir-5691
HGNC:43533	MIR5692A1	microRNA 5692a-1		hsa-mir-5692a-1
HGNC:43466	MIR5692A2	microRNA 5692a-2		hsa-mir-5692a-2
HGNC:43535	MIR5692B	microRNA 5692b		hsa-mir-5692b
HGNC:43506	MIR5692C1	microRNA 5692c-1		hsa-mir-5692c-1
HGNC:43448	MIR5692C2	microRNA 5692c-2		hsa-mir-5692c-2
HGNC:43499	MIR5693	microRNA 5693		hsa-mir-5693
HGNC:43530	MIR5694	microRNA 5694		hsa-mir-5694
HGNC:43548	MIR5695	microRNA 5695		hsa-mir-5695
HGNC:43516	MIR5696	microRNA 5696		hsa-mir-5696
HGNC:43509	MIR5697	microRNA 5697		hsa-mir-5697
HGNC:43487	MIR5698	microRNA 5698		hsa-mir-5698
HGNC:43456	MIR5699	microRNA 5699		hsa-mir-5699
HGNC:43521	MIR5700	microRNA 5700		hsa-mir-5700
HGNC:43522	MIR5701-1	microRNA 5701-1		hsa-mir-5701-1
HGNC:43510	MIR5701-2	microRNA 5701-2		hsa-mir-5701-2
HGNC:50844	MIR5701-3	microRNA 5701-3		
HGNC:43503	MIR5702	microRNA 5702		hsa-mir-5702
HGNC:43475	MIR5703	microRNA 5703		hsa-mir-5703
HGNC:43469	MIR5704	microRNA 5704		hsa-mir-5704
HGNC:43504	MIR5705	microRNA 5705		hsa-mir-5705
HGNC:43500	MIR5706	microRNA 5706		hsa-mir-5706
HGNC:43449	MIR5707	microRNA 5707		hsa-mir-5707
HGNC:43511	MIR5708	microRNA 5708		hsa-mir-5708
HGNC:49977	MIR5739	microRNA 5739		hsa-mir-5739
HGNC:49930	MIR5787	microRNA 5787		hsa-mir-5787
HGNC:50261	MIR6068	microRNA 6068		hsa-mir-6068
HGNC:50124	MIR6069	microRNA 6069		hsa-mir-6069
HGNC:49950	MIR6070	microRNA 6070		hsa-mir-6070
HGNC:50229	MIR6071	microRNA 6071		hsa-mir-6071
HGNC:50144	MIR6072	microRNA 6072		hsa-mir-6072
HGNC:50128	MIR6073	microRNA 6073		hsa-mir-6073
HGNC:50060	MIR6074	microRNA 6074		hsa-mir-6074
HGNC:50198	MIR6075	microRNA 6075		hsa-mir-6075
HGNC:50232	MIR6076	microRNA 6076		hsa-mir-6076
HGNC:50025	MIR6077	microRNA 6077	MIR6077-2, MIR6077-1	hsa-mir-6077-1, hsa-mir-6077-2
HGNC:50175	MIR6077-2~withdrawn	symbol withdrawn, see MIR6077		
HGNC:50136	MIR6078	microRNA 6078		hsa-mir-6078
HGNC:50114	MIR6079	microRNA 6079		hsa-mir-6079
HGNC:50142	MIR6080	microRNA 6080		hsa-mir-6080
HGNC:50151	MIR6081	microRNA 6081		hsa-mir-6081
HGNC:49984	MIR6082	microRNA 6082		hsa-mir-6082
HGNC:50076	MIR6083	microRNA 6083		hsa-mir-6083
HGNC:50235	MIR6084	microRNA 6084		hsa-mir-6084
HGNC:50002	MIR6085	microRNA 6085		hsa-mir-6085
HGNC:49986	MIR6086	microRNA 6086		hsa-mir-6086
HGNC:50045	MIR6087	microRNA 6087		hsa-mir-6087
HGNC:50164	MIR6088	microRNA 6088		hsa-mir-6088
HGNC:50179	MIR6089	microRNA 6089	MIR6089-1, MIR6089-2	hsa-mir-6089-1
HGNC:50011	MIR6089-2~withdrawn	symbol withdrawn, see MIR6089		
HGNC:50204	MIR6090	microRNA 6090		hsa-mir-6090
HGNC:50200	MIR6124	microRNA 6124		hsa-mir-6124
HGNC:49931	MIR6125	microRNA 6125		hsa-mir-6125
HGNC:50099	MIR6126	microRNA 6126		hsa-mir-6126
HGNC:50163	MIR6127	microRNA 6127		hsa-mir-6127
HGNC:50109	MIR6128	microRNA 6128		hsa-mir-6128
HGNC:50220	MIR6129	microRNA 6129		hsa-mir-6129
HGNC:50156	MIR6130	microRNA 6130		hsa-mir-6130
HGNC:49929	MIR6131	microRNA 6131		hsa-mir-6131
HGNC:50272	MIR6132	microRNA 6132		hsa-mir-6132
HGNC:50007	MIR6133	microRNA 6133		hsa-mir-6133
HGNC:49951	MIR6134	microRNA 6134		hsa-mir-6134
HGNC:50197	MIR6165	microRNA 6165		hsa-mir-6165
HGNC:49962	MIR6499	microRNA 6499		hsa-mir-6499
HGNC:49935	MIR6500	microRNA 6500		hsa-mir-6500
HGNC:50033	MIR6501	microRNA 6501		hsa-mir-6501
HGNC:50062	MIR6502	microRNA 6502		hsa-mir-6502
HGNC:49968	MIR6503	microRNA 6503		hsa-mir-6503
HGNC:49976	MIR6504	microRNA 6504		hsa-mir-6504
HGNC:50104	MIR6505	microRNA 6505		hsa-mir-6505
HGNC:50158	MIR6506	microRNA 6506		hsa-mir-6506
HGNC:50199	MIR6507	microRNA 6507		hsa-mir-6507
HGNC:50217	MIR6508	microRNA 6508		hsa-mir-6508
HGNC:50207	MIR6509	microRNA 6509		hsa-mir-6509
HGNC:50101	MIR6510	microRNA 6510		hsa-mir-6510
HGNC:50119	MIR6511A1	microRNA 6511a-1		hsa-mir-6511a-1
HGNC:50150	MIR6511A2	microRNA 6511a-2		hsa-mir-6511a-2
HGNC:50265	MIR6511A3	microRNA 6511a-3		hsa-mir-6511a-3
HGNC:50188	MIR6511A4	microRNA 6511a-4		hsa-mir-6511a-4
HGNC:50228	MIR6511B1	microRNA 6511b-1		hsa-mir-6511b-1
HGNC:50230	MIR6511B2	microRNA 6511b-2		hsa-mir-6511b-2
HGNC:50259	MIR6512	microRNA 6512		hsa-mir-6512
HGNC:50247	MIR6513	microRNA 6513		hsa-mir-6513
HGNC:50147	MIR6514	microRNA 6514		hsa-mir-6514
HGNC:50227	MIR6515	microRNA 6515		hsa-mir-6515
HGNC:50233	MIR6516	microRNA 6516		hsa-mir-6516
HGNC:49996	MIR6715A	microRNA 6715a		hsa-mir-6715a
HGNC:50249	MIR6715B	microRNA 6715b		hsa-mir-6715b
HGNC:50048	MIR6716	microRNA 6716		hsa-mir-6716
HGNC:50000	MIR6717	microRNA 6717		hsa-mir-6717
HGNC:50195	MIR6718	microRNA 6718		hsa-mir-6718
HGNC:50012	MIR6719	microRNA 6719		hsa-mir-6719
HGNC:50032	MIR6720	microRNA 6720		hsa-mir-6720
HGNC:50049	MIR6721	microRNA 6721		hsa-mir-6721
HGNC:49927	MIR6722	microRNA 6722		hsa-mir-6722
HGNC:50152	MIR6723	microRNA 6723		hsa-mir-6723
HGNC:50837	MIR6724-1	microRNA 6724-1		
HGNC:50832	MIR6724-2	microRNA 6724-2		
HGNC:50842	MIR6724-3	microRNA 6724-3		
HGNC:50830	MIR6724-4	microRNA 6724-4		
HGNC:50009	MIR6726	microRNA 6726		hsa-mir-6726
HGNC:50171	MIR6727	microRNA 6727		hsa-mir-6727
HGNC:49961	MIR6728	microRNA 6728		hsa-mir-6728
HGNC:50103	MIR6729	microRNA 6729		hsa-mir-6729
HGNC:50222	MIR6730	microRNA 6730		hsa-mir-6730
HGNC:50036	MIR6731	microRNA 6731		hsa-mir-6731
HGNC:50066	MIR6732	microRNA 6732		hsa-mir-6732
HGNC:50239	MIR6733	microRNA 6733		hsa-mir-6733
HGNC:50219	MIR6734	microRNA 6734		hsa-mir-6734
HGNC:50126	MIR6735	microRNA 6735		hsa-mir-6735
HGNC:50072	MIR6736	microRNA 6736		hsa-mir-6736
HGNC:50273	MIR6737	microRNA 6737		hsa-mir-6737
HGNC:49939	MIR6738	microRNA 6738		hsa-mir-6738
HGNC:50165	MIR6739	microRNA 6739		hsa-mir-6739
HGNC:50082	MIR6740	microRNA 6740		hsa-mir-6740
HGNC:50004	MIR6741	microRNA 6741		hsa-mir-6741
HGNC:50090	MIR6742	microRNA 6742		hsa-mir-6742
HGNC:50008	MIR6743	microRNA 6743		hsa-mir-6743
HGNC:50051	MIR6744	microRNA 6744		hsa-mir-6744
HGNC:50106	MIR6745	microRNA 6745		hsa-mir-6745
HGNC:49925	MIR6746	microRNA 6746		hsa-mir-6746
HGNC:50027	MIR6747	microRNA 6747		hsa-mir-6747
HGNC:50141	MIR6748	microRNA 6748		hsa-mir-6748
HGNC:50087	MIR6749	microRNA 6749		hsa-mir-6749
HGNC:49965	MIR6750	microRNA 6750		hsa-mir-6750
HGNC:49983	MIR6751	microRNA 6751		hsa-mir-6751
HGNC:50020	MIR6752	microRNA 6752		hsa-mir-6752
HGNC:50255	MIR6753	microRNA 6753		hsa-mir-6753
HGNC:50203	MIR6754	microRNA 6754		hsa-mir-6754
HGNC:50224	MIR6755	microRNA 6755		hsa-mir-6755
HGNC:49974	MIR6756	microRNA 6756		hsa-mir-6756
HGNC:50160	MIR6757	microRNA 6757		hsa-mir-6757
HGNC:50038	MIR6758	microRNA 6758		hsa-mir-6758
HGNC:50063	MIR6759	microRNA 6759		hsa-mir-6759
HGNC:49955	MIR6760	microRNA 6760		hsa-mir-6760
HGNC:49949	MIR6761	microRNA 6761		hsa-mir-6761
HGNC:50168	MIR6762	microRNA 6762		hsa-mir-6762
HGNC:50139	MIR6763	microRNA 6763		hsa-mir-6763
HGNC:49994	MIR6764	microRNA 6764		hsa-mir-6764
HGNC:50030	MIR6765	microRNA 6765		hsa-mir-6765
HGNC:49941	MIR6766	microRNA 6766		hsa-mir-6766
HGNC:50133	MIR6767	microRNA 6767		hsa-mir-6767
HGNC:50264	MIR6768	microRNA 6768		hsa-mir-6768
HGNC:50079	MIR6769A	microRNA 6769a		hsa-mir-6769a
HGNC:50016	MIR6769B	microRNA 6769b		hsa-mir-6769b
HGNC:50223	MIR6770-1	microRNA 6770-1		hsa-mir-6770-1
HGNC:50115	MIR6770-2	microRNA 6770-2		hsa-mir-6770-2
HGNC:50034	MIR6770-3	microRNA 6770-3		hsa-mir-6770-3
HGNC:50212	MIR6771	microRNA 6771		hsa-mir-6771
HGNC:50064	MIR6772	microRNA 6772		hsa-mir-6772
HGNC:50132	MIR6773	microRNA 6773		hsa-mir-6773
HGNC:50202	MIR6774	microRNA 6774		hsa-mir-6774
HGNC:50100	MIR6775	microRNA 6775		hsa-mir-6775
HGNC:50193	MIR6776	microRNA 6776		hsa-mir-6776
HGNC:50173	MIR6777	microRNA 6777		hsa-mir-6777
HGNC:50183	MIR6778	microRNA 6778		hsa-mir-6778
HGNC:50148	MIR6779	microRNA 6779		hsa-mir-6779
HGNC:50069	MIR6780A	microRNA 6780a		hsa-mir-6780a
HGNC:50237	MIR6780B	microRNA 6780b		hsa-mir-6780b
HGNC:50185	MIR6781	microRNA 6781		hsa-mir-6781
HGNC:50270	MIR6782	microRNA 6782		hsa-mir-6782
HGNC:50159	MIR6783	microRNA 6783		hsa-mir-6783
HGNC:49988	MIR6784	microRNA 6784		hsa-mir-6784
HGNC:50206	MIR6785	microRNA 6785		hsa-mir-6785
HGNC:49970	MIR6786	microRNA 6786		hsa-mir-6786
HGNC:50209	MIR6787	microRNA 6787		hsa-mir-6787
HGNC:50078	MIR6788	microRNA 6788		hsa-mir-6788
HGNC:50094	MIR6789	microRNA 6789		hsa-mir-6789
HGNC:50161	MIR6790	microRNA 6790		hsa-mir-6790
HGNC:50097	MIR6791	microRNA 6791		hsa-mir-6791
HGNC:50054	MIR6792	microRNA 6792		hsa-mir-6792
HGNC:50251	MIR6793	microRNA 6793		hsa-mir-6793
HGNC:50117	MIR6794	microRNA 6794		hsa-mir-6794
HGNC:50031	MIR6795	microRNA 6795		hsa-mir-6795
HGNC:50186	MIR6796	microRNA 6796		hsa-mir-6796
HGNC:50169	MIR6797	microRNA 6797		hsa-mir-6797
HGNC:50013	MIR6798	microRNA 6798		hsa-mir-6798
HGNC:50162	MIR6799	microRNA 6799		hsa-mir-6799
HGNC:50042	MIR6800	microRNA 6800		hsa-mir-6800
HGNC:50178	MIR6801	microRNA 6801		hsa-mir-6801
HGNC:50154	MIR6802	microRNA 6802		hsa-mir-6802
HGNC:50035	MIR6803	microRNA 6803		hsa-mir-6803
HGNC:50253	MIR6804	microRNA 6804		hsa-mir-6804
HGNC:50215	MIR6805	microRNA 6805		hsa-mir-6805
HGNC:49937	MIR6806	microRNA 6806		hsa-mir-6806
HGNC:50191	MIR6807	microRNA 6807		hsa-mir-6807
HGNC:50046	MIR6808	microRNA 6808		hsa-mir-6808
HGNC:49926	MIR6809	microRNA 6809		hsa-mir-6809
HGNC:49987	MIR6810	microRNA 6810		hsa-mir-6810
HGNC:49944	MIR6811	microRNA 6811		hsa-mir-6811
HGNC:50116	MIR6812	microRNA 6812		hsa-mir-6812
HGNC:50017	MIR6813	microRNA 6813		hsa-mir-6813
HGNC:50145	MIR6814	microRNA 6814		hsa-mir-6814
HGNC:50225	MIR6815	microRNA 6815		hsa-mir-6815
HGNC:50256	MIR6816	microRNA 6816		hsa-mir-6816
HGNC:50112	MIR6817	microRNA 6817		hsa-mir-6817
HGNC:49940	MIR6818	microRNA 6818		hsa-mir-6818
HGNC:50155	MIR6819	microRNA 6819		hsa-mir-6819
HGNC:50095	MIR6820	microRNA 6820		hsa-mir-6820
HGNC:49980	MIR6821	microRNA 6821		hsa-mir-6821
HGNC:49999	MIR6822	microRNA 6822		hsa-mir-6822
HGNC:49952	MIR6823	microRNA 6823		hsa-mir-6823
HGNC:49946	MIR6824	microRNA 6824		hsa-mir-6824
HGNC:50208	MIR6825	microRNA 6825		hsa-mir-6825
HGNC:50001	MIR6826	microRNA 6826		hsa-mir-6826
HGNC:50234	MIR6827	microRNA 6827		hsa-mir-6827
HGNC:50057	MIR6828	microRNA 6828		hsa-mir-6828
HGNC:50055	MIR6829	microRNA 6829		hsa-mir-6829
HGNC:49966	MIR6830	microRNA 6830		hsa-mir-6830
HGNC:49936	MIR6831	microRNA 6831		hsa-mir-6831
HGNC:50140	MIR6832	microRNA 6832		hsa-mir-6832
HGNC:50245	MIR6833	microRNA 6833		hsa-mir-6833
HGNC:50108	MIR6834	microRNA 6834		hsa-mir-6834
HGNC:49963	MIR6835	microRNA 6835		hsa-mir-6835
HGNC:50067	MIR6836	microRNA 6836		hsa-mir-6836
HGNC:50125	MIR6837	microRNA 6837		hsa-mir-6837
HGNC:50050	MIR6838	microRNA 6838		hsa-mir-6838
HGNC:49953	MIR6839	microRNA 6839		hsa-mir-6839
HGNC:50138	MIR6840	microRNA 6840		hsa-mir-6840
HGNC:50070	MIR6841	microRNA 6841		hsa-mir-6841
HGNC:50254	MIR6842	microRNA 6842		hsa-mir-6842
HGNC:50240	MIR6843	microRNA 6843		hsa-mir-6843
HGNC:50135	MIR6844	microRNA 6844		hsa-mir-6844
HGNC:49956	MIR6845	microRNA 6845		hsa-mir-6845
HGNC:50026	MIR6846	microRNA 6846		hsa-mir-6846
HGNC:50022	MIR6847	microRNA 6847		hsa-mir-6847
HGNC:50176	MIR6848	microRNA 6848		hsa-mir-6848
HGNC:49991	MIR6849	microRNA 6849		hsa-mir-6849
HGNC:50093	MIR6850	microRNA 6850		hsa-mir-6850
HGNC:50083	MIR6851	microRNA 6851		hsa-mir-6851
HGNC:49993	MIR6852	microRNA 6852		hsa-mir-6852
HGNC:49945	MIR6853	microRNA 6853		hsa-mir-6853
HGNC:50084	MIR6854	microRNA 6854		hsa-mir-6854
HGNC:50061	MIR6855	microRNA 6855		hsa-mir-6855
HGNC:50242	MIR6856	microRNA 6856		hsa-mir-6856
HGNC:50263	MIR6857	microRNA 6857		hsa-mir-6857
HGNC:50250	MIR6858	microRNA 6858		hsa-mir-6858
HGNC:50039	MIR6859-1	microRNA 6859-1		hsa-mir-6859-1
HGNC:49954	MIR6859-2	microRNA 6859-2		hsa-mir-6859-2
HGNC:50248	MIR6859-3	microRNA 6859-3		hsa-mir-6859-3
HGNC:50840	MIR6859-4	microRNA 6859-4		
HGNC:50086	MIR6860	microRNA 6860		hsa-mir-6860
HGNC:50129	MIR6861	microRNA 6861		hsa-mir-6861
HGNC:50052	MIR6862-1	microRNA 6862-1		hsa-mir-6862-1
HGNC:50192	MIR6862-2	microRNA 6862-2		hsa-mir-6862-2
HGNC:49942	MIR6863	microRNA 6863		hsa-mir-6863
HGNC:50226	MIR6864	microRNA 6864		hsa-mir-6864
HGNC:50182	MIR6865	microRNA 6865		hsa-mir-6865
HGNC:49932	MIR6866	microRNA 6866		hsa-mir-6866
HGNC:50134	MIR6867	microRNA 6867		hsa-mir-6867
HGNC:50096	MIR6868	microRNA 6868		hsa-mir-6868
HGNC:50056	MIR6869	microRNA 6869		hsa-mir-6869
HGNC:50184	MIR6870	microRNA 6870		hsa-mir-6870
HGNC:49964	MIR6871	microRNA 6871		hsa-mir-6871
HGNC:50037	MIR6872	microRNA 6872		hsa-mir-6872
HGNC:50231	MIR6873	microRNA 6873		hsa-mir-6873
HGNC:50146	MIR6874	microRNA 6874		hsa-mir-6874
HGNC:50015	MIR6875	microRNA 6875		hsa-mir-6875
HGNC:50181	MIR6876	microRNA 6876		hsa-mir-6876
